IDs,DIOs,DISs,DAOs,Precv,Pforw,Pdrop,Psent,Network,OF,Attack
12,1435,199,254,1397,766,29,1960.0,Mobile,MRHOF,2
1,1582,111,1187,1622,953,43,2111.0,Mobile,OF0,2
2,1423,70,1250,2296,1700,48,2596.0,Mobile,MRHOF,2
3,1773,87,20,1126,641,74,1535.0,Mobile,MRHOF,2
4,562,117,1631,1918,970,32,2385.0,Mobile,OF0,2
5,2128,135,830,1376,1025,92,2132.0,Mobile,MRHOF,2
6,1438,191,312,2131,1439,38,2862.0,Static,OF0,2
7,2068,56,1715,1937,1234,24,2700.0,Static,OF0,2
8,1710,195,1040,262,134,26,941.0,Mobile,OF0,2
9,2871,136,1422,2264,1577,59,2496.0,Mobile,MRHOF,2
10,2444,157,1805,1393,1008,49,1715.0,Static,OF0,2
11,2488,141,992,1733,879,95,2132.0,Static,MRHOF,2
12,1042,100,932,1982,1088,31,2718.0,Static,OF0,2
13,2721,156,1060,1295,741,66,2018.0,Static,MRHOF,2
14,1291,135,1713,364,243,44,954.0,Mobile,MRHOF,2
15,1267,120,353,583,395,72,1091.0,Mobile,MRHOF,2
16,1219,82,0,1091,679,97,1545.0,Mobile,MRHOF,2
17,1060,170,1667,809,527,91,1030.0,Mobile,OF0,2
6,838,56,1182,973,655,37,1619.0,Mobile,OF0,2
19,539,88,728,899,465,35,1196.0,Static,MRHOF,2
8,2931,89,1039,917,641,84,,Static,MRHOF,2
9,683,83,854,821,539,29,1511.0,Static,MRHOF,2
1,2557,79,1805,1603,887,87,1812.0,Mobile,MRHOF,2
2,2607,94,1372,1462,921,63,1749.0,Static,OF0,2
3,2221,126,299,2285,1169,24,2843.0,Static,OF0,2
4,2671,181,1384,2134,1172,50,2688.0,Static,MRHOF,2
5,2383,78,1319,240,165,97,770.0,Mobile,MRHOF,2
3,1850,98,1767,1166,751,97,1608.0,Static,MRHOF,2
7,2810,69,1678,2377,1608,74,2882.0,Mobile,MRHOF,2
5,1051,180,59,1882,1109,77,2178.0,Static,MRHOF,2
9,1732,85,531,1807,995,57,2576.0,Mobile,MRHOF,2
10,735,116,1071,2128,1519,33,2815.0,Static,OF0,2
11,1426,152,1547,642,441,29,1213.0,Static,OF0,2
12,1552,73,1021,575,381,38,1355.0,Mobile,OF0,2
13,2696,147,751,2242,1550,33,2849.0,Static,OF0,2
11,2803,73,378,2321,1697,52,2593.0,Static,OF0,2
12,1316,107,959,868,454,23,1406.0,Mobile,MRHOF,2
1,1542,103,111,370,195,26,712.0,Mobile,MRHOF,2
2,2380,122,758,1352,955,32,2148.0,Mobile,OF0,2
18,1910,63,147,1065,709,55,1322.0,Static,MRHOF,2
4,1459,70,935,1014,737,71,1612.0,Static,OF0,2
5,2909,56,791,1171,729,41,1491.0,Mobile,OF0,2
21,1747,86,1688,1833,1034,38,2463.0,Static,MRHOF,2
1,2710,81,1487,2212,1590,69,2979.0,Mobile,MRHOF,2
2,1539,172,902,2296,1433,47,,Static,OF0,2
9,1525,122,1314,1108,785,37,1746.0,Mobile,MRHOF,2
4,1651,116,1220,1169,591,59,1844.0,Static,OF0,2
5,1470,66,1303,359,200,42,742.0,Static,OF0,2
12,2798,97,1560,867,640,22,1302.0,Mobile,MRHOF,2
1,1680,144,1834,2451,1258,75,3144.0,Static,OF0,2
2,2050,104,1972,1541,985,97,1989.0,Mobile,OF0,2
3,911,150,436,410,272,83,1207.0,Static,OF0,2
10,1544,56,1866,1015,684,95,,Static,MRHOF,2
11,1674,89,1941,1525,1055,64,2199.0,Mobile,OF0,2
6,2698,116,274,201,141,40,430.0,Static,OF0,2
13,779,112,1554,1973,1296,41,2518.0,Mobile,OF0,2
8,2535,55,701,2098,1360,97,2385.0,Mobile,OF0,2
15,1863,199,222,2476,1619,66,2960.0,Static,OF0,2
10,2052,177,224,578,410,46,1262.0,Static,OF0,2
11,1134,157,864,1126,648,87,1576.0,Mobile,OF0,2
18,2921,199,1985,1173,636,84,,Mobile,OF0,2
1,1083,98,5,732,543,45,1503.0,Static,OF0,2
2,954,117,1411,620,353,73,939.0,Mobile,MRHOF,2
21,1613,62,796,1397,977,46,2019.0,Mobile,OF0,2
4,2808,87,1626,540,398,59,1020.0,Static,MRHOF,2
5,1231,111,218,1488,1043,77,1727.0,Mobile,OF0,2
3,2165,113,483,530,341,38,807.0,Mobile,OF0,2
4,1075,122,401,2440,1423,39,2963.0,Mobile,MRHOF,2
5,1075,75,555,972,712,81,1533.0,Mobile,OF0,2
9,2861,151,1917,1528,786,61,2141.0,Static,OF0,2
7,2383,161,840,1184,745,78,1394.0,Static,OF0,2
11,2083,99,702,1256,940,84,1491.0,Static,OF0,2
12,2921,177,1825,304,169,85,962.0,Mobile,OF0,2
1,2272,171,371,273,179,30,842.0,Mobile,MRHOF,2
11,2178,130,64,2486,1582,61,2929.0,Mobile,OF0,2
12,2017,143,1547,837,436,74,1500.0,Mobile,MRHOF,2
4,2025,153,1251,411,301,90,868.0,Static,OF0,2
14,773,87,486,347,234,69,955.0,Static,OF0,2
6,1446,53,1656,1213,832,65,1674.0,Static,OF0,2
7,1294,121,365,2470,1726,58,3176.0,Static,MRHOF,2
8,2808,149,812,1153,747,69,1444.0,Static,OF0,2
9,2127,82,280,599,384,80,1340.0,Static,MRHOF,2
19,2612,192,1240,1162,661,96,1876.0,Mobile,MRHOF,2
11,654,80,1855,1067,609,65,1436.0,Mobile,MRHOF,2
21,984,118,451,1302,672,55,1951.0,Static,MRHOF,2
1,1364,121,1584,1416,1000,93,1884.0,Static,MRHOF,2
2,1897,164,1068,1242,748,90,1504.0,Mobile,OF0,2
3,897,71,1099,1233,770,29,2003.0,Static,OF0,2
4,2938,118,916,1614,896,20,2005.0,Mobile,OF0,2
5,1419,155,1415,2000,1285,20,2485.0,Mobile,OF0,2
6,609,139,1485,955,488,89,1618.0,Static,MRHOF,2
7,798,138,423,1293,944,37,1676.0,Static,OF0,2
8,1853,89,511,1021,734,29,1346.0,Static,OF0,2
9,2410,76,781,1930,1008,40,2697.0,Static,OF0,2
10,998,138,1910,1993,1326,72,2267.0,Static,OF0,2
11,1921,124,112,1584,833,70,2194.0,Mobile,OF0,2
12,1952,124,1582,595,344,23,1255.0,Static,MRHOF,2
13,2633,193,213,2472,1728,97,2937.0,Static,OF0,2
14,920,146,1412,525,364,56,1119.0,Mobile,OF0,2
3,2629,95,1525,2368,1678,96,2864.0,Mobile,MRHOF,2
16,657,142,1273,1577,1121,52,1791.0,Mobile,OF0,2
17,706,140,256,495,302,93,784.0,Mobile,OF0,2
18,1692,122,888,1629,1112,41,2286.0,Static,OF0,2
19,1133,138,1246,2172,1237,56,2954.0,Static,MRHOF,2
8,1448,148,585,1152,760,69,1353.0,Static,OF0,2
9,1748,126,762,2468,1238,25,2851.0,Mobile,MRHOF,2
10,2132,71,1031,1993,1433,39,2734.0,Mobile,MRHOF,2
11,2261,104,1685,2166,1415,87,2707.0,Static,MRHOF,2
12,1622,68,933,362,190,22,713.0,Mobile,MRHOF,2
1,1273,113,800,1510,995,66,2061.0,Static,MRHOF,2
2,2856,159,1771,2360,1551,90,2894.0,Mobile,OF0,2
6,1669,84,798,1827,1063,99,2541.0,Mobile,OF0,2
7,2542,124,1868,2452,1559,26,3126.0,Static,MRHOF,2
5,1984,178,461,1973,1305,68,2615.0,Static,OF0,2
6,1830,119,1198,626,436,82,860.0,Static,OF0,2
7,737,131,1999,865,561,43,1263.0,Static,MRHOF,2
8,2228,188,755,2340,1418,84,2938.0,Static,MRHOF,2
12,1066,164,1771,1117,727,75,1834.0,Static,MRHOF,2
10,547,189,323,2032,1498,59,2343.0,Mobile,OF0,2
11,1269,126,175,1483,991,28,1784.0,Mobile,MRHOF,2
15,2849,153,877,1098,795,99,1574.0,Mobile,MRHOF,2
16,2335,199,1753,964,510,33,1549.0,Mobile,OF0,2
2,1336,143,1297,1440,1008,21,2209.0,Static,MRHOF,2
18,2536,94,655,904,622,54,1504.0,Static,MRHOF,2
4,2486,181,1811,2019,1131,90,2408.0,Static,OF0,2
20,954,69,1878,508,324,84,821.0,Mobile,MRHOF,2
21,2378,54,1210,2195,1277,60,2731.0,Mobile,MRHOF,2
7,1165,109,1516,1721,1251,78,2331.0,Mobile,MRHOF,2
8,2072,194,1831,2169,1229,48,2815.0,Static,MRHOF,2
3,2229,98,923,2337,1562,74,2570.0,Mobile,OF0,2
10,2953,73,1514,1367,794,45,1726.0,Mobile,MRHOF,2
11,1059,195,631,2151,1430,81,2934.0,Static,OF0,2
12,2789,95,842,1149,686,40,1497.0,Static,OF0,2
1,2837,146,1936,527,308,36,1072.0,Mobile,OF0,2
8,1453,188,843,1466,999,52,2122.0,Static,OF0,2
3,2037,139,1005,518,267,41,1066.0,Static,MRHOF,2
4,1050,101,1677,2233,1594,95,2785.0,Static,OF0,2
11,806,63,1595,2126,1444,84,2699.0,Static,OF0,2
12,882,143,945,1539,1072,52,2144.0,Mobile,OF0,2
13,1988,114,1239,536,396,32,1081.0,Mobile,OF0,2
8,2821,114,385,1849,965,83,2512.0,Mobile,OF0,2
9,1031,144,1145,1422,859,35,,Static,MRHOF,2
10,1047,60,1537,1451,866,89,2248.0,Static,OF0,2
17,2734,51,1038,2102,1228,41,2793.0,Mobile,MRHOF,2
12,924,113,761,470,330,77,1030.0,Static,MRHOF,2
19,1405,149,1147,1424,1014,65,1722.0,Static,OF0,2
2,926,179,281,1521,1123,25,2069.0,Static,OF0,2
3,1370,176,35,341,202,88,741.0,Static,OF0,2
4,2365,90,1533,770,571,56,1540.0,Static,OF0,2
5,1407,70,1390,291,212,57,702.0,Static,OF0,2
3,541,110,319,1458,1067,64,1958.0,Mobile,MRHOF,2
7,1422,61,694,1234,813,58,1434.0,Static,OF0,2
8,833,85,1141,538,291,49,903.0,Mobile,MRHOF,2
6,2160,148,1137,2323,1545,60,2723.0,Mobile,MRHOF,2
10,878,60,661,1502,1039,56,1906.0,Static,OF0,2
11,1059,151,1152,2294,1505,51,3004.0,Static,OF0,2
9,2561,56,732,1178,803,94,1736.0,Mobile,OF0,2
1,1522,127,1020,1247,691,28,1920.0,Static,MRHOF,2
11,1294,180,371,2483,1823,72,3045.0,Mobile,MRHOF,2
12,2782,82,759,1020,558,44,1398.0,Static,MRHOF,2
4,2496,71,1011,2165,1400,71,2557.0,Mobile,OF0,2
14,655,57,1583,798,589,30,1165.0,Mobile,MRHOF,2
15,2808,80,1357,1379,886,89,,Static,MRHOF,2
7,2800,181,505,278,186,35,842.0,Static,OF0,2
17,2607,100,1975,409,278,20,971.0,Static,OF0,2
9,2647,99,1979,1482,986,20,2228.0,Mobile,OF0,2
10,1711,123,1654,841,472,77,1634.0,Static,OF0,2
11,1363,106,1955,1581,1052,67,2041.0,Mobile,MRHOF,2
12,1867,100,1705,2125,1162,49,2516.0,Mobile,OF0,2
1,1049,110,2578,1396,664,197,2268.0,Mobile,MRHOF,3
2,2393,255,817,1319,459,147,1627.0,Static,OF0,3
3,2661,398,2595,1151,452,169,2043.0,Mobile,MRHOF,3
4,2834,493,572,246,99,92,921.0,Mobile,MRHOF,3
5,3846,305,1246,1297,780,98,1692.0,Static,OF0,3
6,3394,108,57,633,303,67,1356.0,Mobile,OF0,3
7,1260,485,1910,753,300,191,1362.0,Mobile,OF0,3
8,2503,296,1998,842,528,190,1338.0,Static,OF0,3
9,2013,432,1149,1213,728,100,1606.0,Mobile,OF0,3
10,1692,202,1594,220,81,148,943.0,Mobile,OF0,3
11,3792,413,859,708,245,105,1464.0,Static,OF0,3
12,3225,228,687,263,135,172,852.0,Mobile,MRHOF,3
13,1301,287,1872,145,73,176,1002.0,Mobile,OF0,3
2,1331,478,2884,1314,820,51,2242.0,Static,MRHOF,3
3,1359,336,859,632,290,89,1046.0,Static,MRHOF,3
16,3924,390,976,1102,405,188,1416.0,Static,MRHOF,3
17,1237,238,1724,1014,390,196,1590.0,Mobile,MRHOF,3
6,1286,147,2585,170,97,153,748.0,Static,OF0,3
7,1241,407,2113,337,115,85,738.0,Mobile,MRHOF,3
8,2377,319,803,625,318,59,933.0,Mobile,MRHOF,3
21,3995,122,1648,366,223,102,948.0,Static,MRHOF,3
10,3700,217,669,1297,746,147,2266.0,Static,OF0,3
2,3579,475,1112,259,143,197,1126.0,Static,OF0,3
3,3795,486,451,1191,590,128,1817.0,Static,MRHOF,3
1,2725,308,510,757,310,119,1456.0,Static,MRHOF,3
5,1816,477,779,1306,865,183,1759.0,Mobile,MRHOF,3
3,3423,334,2690,373,181,87,950.0,Static,OF0,3
7,3610,195,2126,817,321,149,1812.0,Mobile,OF0,3
8,1488,341,2652,1252,685,74,2230.0,Mobile,MRHOF,3
9,3661,496,745,200,116,50,839.0,Static,OF0,3
10,1041,459,1910,863,528,57,1189.0,Static,OF0,3
8,3776,268,1194,917,540,171,1746.0,Static,OF0,3
9,1113,402,2330,828,410,164,1785.0,Static,OF0,3
10,3246,389,1040,135,54,103,564.0,Mobile,MRHOF,3
11,1736,126,2295,909,496,118,1823.0,Static,MRHOF,3
12,2413,195,1584,348,122,179,925.0,Static,MRHOF,3
1,3054,127,496,476,196,114,1040.0,Mobile,MRHOF,3
17,3476,385,1453,339,195,62,1245.0,Static,OF0,3
18,2807,203,1072,1231,669,101,1569.0,Static,MRHOF,3
4,1502,402,2517,1067,636,138,1819.0,Static,MRHOF,3
5,2133,407,602,258,115,58,746.0,Mobile,OF0,3
6,2495,426,492,447,156,102,1060.0,Static,MRHOF,3
7,2855,223,335,551,299,68,1158.0,Mobile,OF0,3
2,1861,364,1990,884,312,187,,Static,OF0,3
3,1806,382,1279,927,320,183,1403.0,Mobile,MRHOF,3
4,3117,163,158,1225,742,153,1862.0,Static,OF0,3
5,3423,214,1779,341,191,56,816.0,Static,MRHOF,3
6,3241,312,914,1081,696,167,1848.0,Static,OF0,3
1,3186,199,1189,414,269,106,1276.0,Static,MRHOF,3
8,3368,319,468,414,183,72,1142.0,Static,MRHOF,3
3,1466,362,1631,303,158,62,1297.0,Static,OF0,3
4,2666,222,1426,1172,693,93,1971.0,Mobile,OF0,3
11,3558,368,84,1082,678,167,1590.0,Mobile,MRHOF,3
6,3084,212,978,503,324,191,816.0,Static,OF0,3
13,2383,103,2428,372,143,191,949.0,Mobile,OF0,3
14,3522,424,2212,412,158,74,1367.0,Mobile,MRHOF,3
15,2150,461,1840,970,369,64,1442.0,Mobile,MRHOF,3
16,2651,296,2266,1150,443,182,1968.0,Mobile,MRHOF,3
11,2318,299,2661,1045,511,161,1576.0,Static,OF0,3
18,2728,341,1145,440,164,100,1022.0,Mobile,MRHOF,3
19,2095,285,89,564,372,156,1204.0,Mobile,OF0,3
20,3278,181,2707,131,53,105,935.0,Static,MRHOF,3
3,2731,275,361,332,158,165,1045.0,Static,OF0,3
4,3284,457,2673,1480,798,62,2055.0,Static,MRHOF,3
5,3599,419,664,370,195,189,1299.0,Mobile,MRHOF,3
3,3733,266,222,1055,476,82,1541.0,Mobile,MRHOF,3
4,3445,189,457,1007,449,88,1659.0,Mobile,MRHOF,3
8,1718,436,1654,1147,657,63,1780.0,Mobile,MRHOF,3
6,1521,498,2694,946,584,187,1807.0,Mobile,OF0,3
7,3005,394,119,1066,420,198,1827.0,Mobile,OF0,3
8,2717,308,2882,125,71,181,498.0,Static,MRHOF,3
12,2008,480,1203,306,137,194,640.0,Static,OF0,3
10,2978,494,557,421,235,108,1301.0,Static,MRHOF,3
11,3334,149,2341,853,545,193,1620.0,Static,OF0,3
3,2459,348,1310,234,123,154,563.0,Static,MRHOF,3
4,2986,191,181,174,60,66,500.0,Static,OF0,3
14,1147,130,2478,720,260,84,1687.0,Static,MRHOF,3
6,1675,276,431,280,113,73,622.0,Mobile,MRHOF,3
16,2270,133,1508,400,267,193,1248.0,Static,OF0,3
17,1478,118,1367,508,242,78,1325.0,Mobile,MRHOF,3
9,1944,301,577,1432,867,155,,Static,MRHOF,3
10,3811,178,2997,1473,750,147,2040.0,Static,OF0,3
20,1067,245,126,375,188,125,683.0,Mobile,MRHOF,3
21,2312,361,1064,279,175,173,866.0,Static,MRHOF,3
1,1280,424,101,1472,639,120,2198.0,Static,OF0,3
2,3717,256,540,818,492,83,1294.0,Mobile,OF0,3
3,3329,366,2661,795,291,81,1137.0,Static,OF0,3
4,3482,250,917,1492,907,198,1956.0,Static,OF0,3
5,1185,103,1808,596,371,112,1480.0,Mobile,OF0,3
6,3755,191,22,1254,459,151,1813.0,Static,OF0,3
7,2150,221,1489,567,348,62,1108.0,Mobile,OF0,3
8,2955,250,2806,1470,892,75,,Mobile,OF0,3
9,3508,329,780,1162,391,136,1990.0,Static,OF0,3
10,3924,255,1374,295,112,181,1272.0,Mobile,OF0,3
11,3657,120,1806,573,356,106,1486.0,Mobile,OF0,3
12,1492,138,1828,907,568,181,1751.0,Mobile,MRHOF,3
1,1274,281,2399,1371,494,117,1934.0,Static,OF0,3
2,2312,149,1238,1237,746,196,1735.0,Mobile,OF0,3
3,3742,168,977,584,354,51,988.0,Static,MRHOF,3
4,3581,335,930,1168,521,59,1579.0,Static,OF0,3
5,1788,182,60,568,215,103,875.0,Static,MRHOF,3
6,2067,206,1799,1262,510,64,2011.0,Mobile,MRHOF,3
19,2142,255,2912,286,148,116,1094.0,Static,OF0,3
8,2373,151,2426,723,326,151,1332.0,Static,MRHOF,3
21,3360,447,2418,463,281,129,884.0,Static,OF0,3
1,1726,123,1986,879,350,132,1734.0,Static,MRHOF,3
11,1733,335,1625,486,295,129,918.0,Mobile,MRHOF,3
3,3473,410,302,1281,474,126,1719.0,Mobile,MRHOF,3
4,1480,121,2202,452,261,193,933.0,Static,MRHOF,3
5,2828,463,1012,259,167,91,831.0,Mobile,OF0,3
6,1747,244,2855,1116,507,151,2071.0,Static,MRHOF,3
7,1375,469,259,479,316,77,881.0,Static,OF0,3
8,3367,237,694,221,131,114,557.0,Mobile,MRHOF,3
6,1913,284,1366,691,244,148,1069.0,Static,OF0,3
7,2004,499,1092,1089,519,85,1775.0,Mobile,OF0,3
8,2019,386,2771,1002,534,88,1714.0,Mobile,MRHOF,3
9,3226,146,2367,682,229,195,1170.0,Mobile,MRHOF,3
13,1602,122,1041,422,217,95,759.0,Mobile,OF0,3
11,2679,241,2881,1166,454,128,1931.0,Static,OF0,3
15,3841,455,2570,366,125,159,,Static,MRHOF,3
1,3735,471,2969,1244,708,170,2196.0,Static,MRHOF,3
2,2356,479,2840,842,362,164,1201.0,Mobile,MRHOF,3
18,3841,435,1754,1291,742,185,1877.0,Mobile,MRHOF,3
19,3149,135,1347,862,544,145,1406.0,Mobile,MRHOF,3
5,3131,379,747,558,300,130,1407.0,Mobile,OF0,3
21,1594,389,175,955,452,186,1763.0,Static,OF0,3
1,2095,138,486,1285,704,54,1799.0,Mobile,OF0,3
8,3144,429,251,361,146,105,1302.0,Static,MRHOF,3
9,2232,126,1668,711,249,102,,Static,OF0,3
10,1817,374,1579,1156,581,79,1674.0,Static,OF0,3
5,2186,412,1677,201,95,104,1044.0,Mobile,OF0,3
12,3654,153,363,634,238,119,1578.0,Mobile,OF0,3
1,3802,404,986,1057,401,183,1798.0,Mobile,MRHOF,3
8,3867,252,1137,773,301,178,1268.0,Mobile,OF0,3
9,3152,118,2194,1254,662,97,1687.0,Mobile,MRHOF,3
4,3482,158,93,593,207,55,1298.0,Static,MRHOF,3
5,1812,375,257,1126,440,97,,Static,OF0,3
6,1997,213,2617,338,205,143,667.0,Mobile,MRHOF,3
13,2675,277,455,138,85,136,731.0,Static,OF0,3
8,2156,185,990,710,387,131,1252.0,Mobile,MRHOF,3
15,3649,276,558,1222,480,123,1913.0,Mobile,OF0,3
10,3819,220,859,310,181,109,673.0,Mobile,OF0,3
11,1112,111,1228,1269,453,69,1668.0,Static,MRHOF,3
18,2063,402,720,1345,847,108,2296.0,Mobile,OF0,3
1,2794,191,530,451,199,185,853.0,Mobile,MRHOF,3
20,3494,263,1621,395,197,153,1363.0,Mobile,MRHOF,3
21,1980,164,2779,1131,605,69,1834.0,Static,OF0,3
1,2074,147,2764,281,133,110,616.0,Mobile,MRHOF,3
5,3554,443,423,1140,606,111,1717.0,Mobile,OF0,3
3,2650,418,411,912,565,59,1493.0,Mobile,MRHOF,3
4,3972,446,2550,1071,433,114,1900.0,Mobile,OF0,3
5,3537,217,989,1156,554,69,2025.0,Static,OF0,3
9,1063,421,183,1066,645,162,2060.0,Mobile,MRHOF,3
7,2374,303,2451,268,147,109,1142.0,Static,MRHOF,3
8,3238,428,1952,1127,658,160,1446.0,Mobile,OF0,3
12,2729,231,16,790,396,59,1629.0,Mobile,MRHOF,3
10,3286,113,2263,871,543,168,1668.0,Static,OF0,3
11,3676,392,1122,1177,503,154,1811.0,Mobile,MRHOF,3
12,1767,242,2840,1359,889,164,2216.0,Static,MRHOF,3
4,2678,478,320,1009,354,151,1482.0,Static,MRHOF,3
5,2939,222,1426,531,344,111,948.0,Mobile,OF0,3
15,1709,158,543,245,96,135,859.0,Static,MRHOF,3
7,2141,402,1412,1024,405,190,,Static,MRHOF,3
8,3522,348,1348,104,55,56,452.0,Static,MRHOF,3
9,1113,168,1582,136,71,83,1044.0,Mobile,MRHOF,3
19,3444,326,1257,474,283,70,969.0,Static,OF0,3
20,1180,350,2129,834,489,122,1572.0,Mobile,OF0,3
12,2478,459,318,1333,602,101,,Mobile,OF0,3
1,2385,133,1395,713,375,145,1292.0,Mobile,OF0,3
2,3517,126,2842,215,86,90,524.0,Static,MRHOF,3
3,1932,217,335,1495,556,142,2082.0,Mobile,OF0,3
4,1999,289,2016,215,126,97,755.0,Mobile,OF0,3
5,2023,166,2973,1004,337,188,,Mobile,MRHOF,3
6,1282,262,2439,1297,442,185,1691.0,Static,OF0,3
7,2375,395,1542,1431,557,102,2001.0,Mobile,OF0,3
8,1974,158,2617,505,312,128,1395.0,Static,MRHOF,3
9,1409,308,1807,564,366,143,1003.0,Static,MRHOF,3
10,3954,325,2946,200,87,136,623.0,Mobile,MRHOF,3
11,3550,390,2930,641,299,147,1408.0,Mobile,OF0,3
12,1411,354,2947,1229,516,147,1547.0,Static,OF0,3
1,3221,131,2838,576,204,191,1452.0,Static,OF0,3
14,2676,220,2736,627,399,154,1295.0,Static,OF0,3
3,3586,439,2657,887,458,184,1396.0,Mobile,MRHOF,3
4,1231,230,1130,553,257,70,1166.0,Static,MRHOF,3
17,3835,478,119,758,405,127,1752.0,Static,OF0,3
6,1006,319,254,388,251,127,777.0,Mobile,MRHOF,3
7,2908,374,1186,1152,735,119,1780.0,Mobile,OF0,3
20,1773,461,1994,408,160,163,1332.0,Static,OF0,3
9,3320,375,1145,542,216,190,1495.0,Mobile,OF0,3
10,3435,184,1169,1013,600,55,1461.0,Static,OF0,3
2,3752,178,342,764,491,128,1685.0,Mobile,OF0,3
3,2265,351,1990,816,276,168,1259.0,Static,MRHOF,3
4,3901,160,2831,963,606,102,1863.0,Mobile,OF0,3
2,3816,387,2348,473,267,130,1425.0,Static,MRHOF,3
6,2846,120,427,1351,879,137,2048.0,Mobile,MRHOF,3
4,1365,286,1282,575,293,185,983.0,Static,MRHOF,3
8,2937,105,121,737,392,107,1545.0,Static,MRHOF,3
6,1944,401,53,304,106,167,1060.0,Static,MRHOF,3
10,1590,490,1768,426,225,192,1263.0,Static,OF0,3
11,1722,153,119,714,459,50,1673.0,Static,MRHOF,3
12,1144,387,702,1373,605,138,2354.0,Static,OF0,3
10,1399,234,568,375,193,57,1309.0,Static,MRHOF,3
11,3160,205,398,304,104,73,759.0,Mobile,MRHOF,3
12,1653,251,636,594,216,108,894.0,Mobile,MRHOF,3
16,1019,116,477,946,347,164,1315.0,Mobile,OF0,3
17,2339,274,2771,996,429,53,1853.0,Mobile,MRHOF,3
18,2726,229,1058,1454,690,184,1788.0,Mobile,OF0,3
19,1807,210,1544,1382,616,140,2207.0,Static,OF0,3
20,1663,110,1591,352,197,185,1080.0,Mobile,OF0,3
21,3200,211,2814,675,282,91,1416.0,Static,MRHOF,3
1,1986,455,1191,1379,775,51,2069.0,Static,OF0,3
8,2608,161,2082,1100,479,114,1435.0,Mobile,OF0,3
9,3449,292,1546,183,73,69,770.0,Mobile,MRHOF,3
10,3024,167,2132,675,428,172,1134.0,Static,OF0,3
11,1392,164,2580,1145,664,134,1651.0,Mobile,OF0,3
12,2032,411,844,1219,442,152,1696.0,Mobile,OF0,3
7,3385,307,162,388,162,147,802.0,Mobile,MRHOF,3
8,1677,444,1258,255,106,65,945.0,Mobile,MRHOF,3
3,3060,224,1098,774,433,78,1753.0,Mobile,OF0,3
4,1462,271,1115,680,238,165,,Static,OF0,3
5,2507,257,2350,364,189,51,1247.0,Static,OF0,3
12,1990,488,1345,391,222,104,796.0,Static,MRHOF,3
13,2431,408,522,289,162,81,1053.0,Static,OF0,3
14,1562,276,2684,789,468,62,1317.0,Mobile,MRHOF,3
9,3037,333,146,309,164,161,841.0,Mobile,OF0,3
10,1006,121,1620,1341,767,156,2268.0,Mobile,MRHOF,3
17,1813,339,2807,711,309,152,1645.0,Mobile,OF0,3
18,3820,490,2646,915,442,136,1746.0,Mobile,OF0,3
1,3698,100,2380,153,53,157,524.0,Mobile,MRHOF,3
20,1002,267,1545,1158,595,91,1727.0,Static,MRHOF,3
3,2766,404,2679,1388,498,113,2113.0,Mobile,OF0,3
4,3764,331,873,1085,547,182,1882.0,Static,MRHOF,3
5,3173,271,2603,1050,556,156,1914.0,Static,MRHOF,3
3,3811,368,1239,134,82,117,1049.0,Static,MRHOF,3
7,3711,288,1229,292,168,181,1085.0,Mobile,OF0,3
8,1326,238,157,1171,418,150,1865.0,Mobile,OF0,3
9,2321,416,2481,1004,507,195,1751.0,Mobile,OF0,3
7,3414,200,2331,813,354,72,1791.0,Mobile,OF0,3
11,2699,257,2651,754,264,142,1604.0,Static,MRHOF,3
9,3426,126,24,915,566,81,1320.0,Static,MRHOF,3
1,2602,180,1449,636,261,105,1562.0,Static,OF0,3
2,1274,455,1708,932,415,57,1387.0,Mobile,MRHOF,3
12,3318,217,1773,309,109,92,784.0,Mobile,MRHOF,3
4,1087,292,1419,371,215,158,814.0,Mobile,OF0,3
5,1346,306,2959,660,354,84,1368.0,Mobile,OF0,3
15,1387,461,2757,497,248,179,1288.0,Static,OF0,3
7,3174,328,1146,463,242,149,1292.0,Static,OF0,3
8,3252,353,2305,791,441,149,1672.0,Mobile,OF0,3
18,3031,267,234,1329,779,70,1713.0,Static,MRHOF,3
19,2112,298,254,238,149,139,981.0,Static,MRHOF,3
20,1647,305,1111,1366,518,163,2353.0,Mobile,OF0,3
12,3596,320,2116,207,73,198,580.0,Mobile,MRHOF,3
1,3695,401,2999,194,66,139,846.0,Mobile,OF0,3
2,2733,117,595,528,186,127,1307.0,Mobile,OF0,3
3,2815,180,408,1062,671,171,1505.0,Static,OF0,3
4,1900,420,608,486,318,118,1078.0,Static,OF0,3
5,1984,178,250,1218,650,165,2042.0,Mobile,OF0,3
6,1121,349,1983,754,442,120,1350.0,Mobile,OF0,3
7,3787,390,2450,716,387,56,1704.0,Static,MRHOF,3
8,2946,475,2789,1064,609,125,1490.0,Mobile,MRHOF,3
9,2588,456,2795,1480,880,82,,Static,OF0,3
10,3705,309,1772,160,77,154,572.0,Static,MRHOF,3
11,3563,336,1931,1312,677,140,,Static,OF0,3
12,1940,155,840,227,101,101,907.0,Static,OF0,3
1,2127,335,1812,162,74,82,853.0,Mobile,OF0,3
2,3097,443,2330,1489,738,116,,Mobile,OF0,3
3,2079,392,196,829,375,137,1622.0,Static,MRHOF,3
16,3050,318,2435,1141,461,93,1722.0,Static,MRHOF,3
5,2913,461,610,445,202,111,865.0,Static,OF0,3
6,3694,337,2709,412,191,130,1081.0,Mobile,MRHOF,3
19,2858,331,2990,159,89,149,753.0,Mobile,OF0,3
